sentence_id	yes_no	aspect_sentiment	sentence	ner_tags
1	0	service general positive	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	1	service general negative	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O
1	0	service general neutral	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	restaurant general positive	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	restaurant general negative	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	restaurant general neutral	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	food quality positive	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	food quality negative	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	food quality neutral	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	ambience general positive	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	ambience general negative	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	ambience general neutral	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	food style_options positive	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	food style_options negative	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	food style_options neutral	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	restaurant prices positive	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	restaurant prices negative	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	restaurant prices neutral	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	restaurant miscellaneous positive	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	restaurant miscellaneous negative	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	restaurant miscellaneous neutral	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	food prices positive	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	food prices negative	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	food prices neutral	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	drinks quality positive	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	drinks quality negative	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	drinks quality neutral	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	location general positive	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	location general negative	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	location general neutral	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	drinks style_options positive	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	drinks style_options negative	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	drinks style_options neutral	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	drinks prices positive	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	drinks prices negative	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1	0	drinks prices neutral	We , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
24	0	service general positive	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	service general negative	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	service general neutral	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	restaurant general positive	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	1	restaurant general negative	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	restaurant general neutral	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	food quality positive	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	food quality negative	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	food quality neutral	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	ambience general positive	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	ambience general negative	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	ambience general neutral	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	food style_options positive	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	food style_options negative	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	food style_options neutral	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	restaurant prices positive	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	restaurant prices negative	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	restaurant prices neutral	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	restaurant miscellaneous positive	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	restaurant miscellaneous negative	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	restaurant miscellaneous neutral	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	food prices positive	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	food prices negative	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	food prices neutral	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	drinks quality positive	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	drinks quality negative	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	drinks quality neutral	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	location general positive	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	location general negative	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	location general neutral	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	drinks style_options positive	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	drinks style_options negative	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	drinks style_options neutral	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
24	0	drinks prices positive	And I hate to say this but I doubt I ' ll ever go back .	O O O O O O O O O O O O O O O O
