	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.4706	0.7273	0.5714	0.4	20.0
AMBIENCE#GENERAL:NEUTRAL	0.5	1.0	0.6667	0.5	2.0
AMBIENCE#GENERAL:NEGATIVE	1.0	1.0	1.0	1.0	2.0
DRINKS#PRICES:POSITIVE	0.5	1.0	0.6667	0.5	2.0
DRINKS#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	1.0
DRINKS#PRICES:NEGATIVE	0.3333	1.0	0.5	0.3333	3.0
DRINKS#QUALITY:POSITIVE	0.3333	0.5	0.4	0.25	4.0
DRINKS#QUALITY:NEUTRAL	0.0	0.0	0.0	0.0	1.0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#STYLE_OPTIONS:POSITIVE	0.0	0.0	0.0	0.0	3.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	1.0
DRINKS#STYLE_OPTIONS:NEGATIVE	1.0	1.0	1.0	1.0	1.0
FOOD#PRICES:POSITIVE	0.6667	1.0	0.8	0.6667	3.0
FOOD#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	3.0
FOOD#PRICES:NEGATIVE	0.5	0.3333	0.4	0.25	4.0
FOOD#QUALITY:POSITIVE	0.8077	0.7241	0.7636	0.6176	34.0
FOOD#QUALITY:NEUTRAL	0.5	1.0	0.6667	0.5	4.0
FOOD#QUALITY:NEGATIVE	1.0	0.8889	0.9412	0.8889	9.0
FOOD#STYLE_OPTIONS:POSITIVE	0.2	0.25	0.2222	0.125	8.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	3.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.3333	0.5	0.4	0.25	4.0
LOCATION#GENERAL:POSITIVE	0.0714	1.0	0.1333	0.0714	14.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	8.0
LOCATION#GENERAL:NEGATIVE	0.0	0.0	0.0	0.0	3.0
RESTAURANT#GENERAL:POSITIVE	0.2927	0.8	0.4286	0.2727	44.0
RESTAURANT#GENERAL:NEUTRAL	0.1111	1.0	0.2	0.1111	9.0
RESTAURANT#GENERAL:NEGATIVE	0.3846	1.0	0.5556	0.3846	13.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.2222	0.6667	0.3333	0.2	10.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.2	1.0	0.3333	0.2	5.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.0	0.0	0.0	0.0	9.0
RESTAURANT#PRICES:POSITIVE	0.5	0.5	0.5	0.3333	3.0
RESTAURANT#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	2.0
RESTAURANT#PRICES:NEGATIVE	0.2	0.5	0.2857	0.1667	6.0
SERVICE#GENERAL:POSITIVE	0.2963	0.8	0.4324	0.2759	29.0
SERVICE#GENERAL:NEUTRAL	0.25	1.0	0.4	0.25	4.0
SERVICE#GENERAL:NEGATIVE	0.8	0.7273	0.7619	0.6154	13.0
Micro-AVG	0.3725	0.7077	0.4881	0.3228	285.0
Macro-AVG	0.3187	0.5533	0.3712		285
