	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.3462	0.8182	0.4865	0.3214	84.0
AMBIENCE#GENERAL:NEUTRAL	0.1111	0.6667	0.1905	0.1053	19.0
AMBIENCE#GENERAL:NEGATIVE	0.3333	0.8571	0.48	0.3158	19.0
DRINKS#PRICES:POSITIVE	0.25	1.0	0.4	0.25	8.0
DRINKS#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	3.0
DRINKS#PRICES:NEGATIVE	0.0	0.0	0.0	0.0	4.0
DRINKS#QUALITY:POSITIVE	0.4444	0.5714	0.5	0.3333	12.0
DRINKS#QUALITY:NEUTRAL	0.0	0.0	0.0	0.0	5.0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	3.0
DRINKS#STYLE_OPTIONS:POSITIVE	0.3333	0.4	0.3636	0.2222	9.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	1.0
DRINKS#STYLE_OPTIONS:NEGATIVE	0.5	1.0	0.6667	0.5	2.0
FOOD#PRICES:POSITIVE	0.3125	0.7143	0.4348	0.2778	18.0
FOOD#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	8.0
FOOD#PRICES:NEGATIVE	0.5455	0.6667	0.6	0.4286	14.0
FOOD#QUALITY:POSITIVE	0.6985	0.8636	0.7724	0.6291	151.0
FOOD#QUALITY:NEUTRAL	0.2857	0.8	0.4211	0.2667	15.0
FOOD#QUALITY:NEGATIVE	0.5556	0.8571	0.6742	0.5085	59.0
FOOD#STYLE_OPTIONS:POSITIVE	0.2195	0.6923	0.3333	0.2	45.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	6.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.1304	0.4286	0.2	0.1111	27.0
LOCATION#GENERAL:POSITIVE	0.1364	0.75	0.2308	0.1304	23.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	8.0
LOCATION#GENERAL:NEGATIVE	0.0	0.0	0.0	0.0	8.0
RESTAURANT#GENERAL:POSITIVE	0.2604	0.8462	0.3982	0.2486	177.0
RESTAURANT#GENERAL:NEUTRAL	0.1667	1.0	0.2857	0.1667	6.0
RESTAURANT#GENERAL:NEGATIVE	0.3061	0.8824	0.4545	0.2941	51.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.0526	0.1	0.069	0.0357	28.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.0	0.0	0.0	0.0	7.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.0	0.0	0.0	0.0	15.0
RESTAURANT#PRICES:POSITIVE	0.5	0.3333	0.4	0.25	8.0
RESTAURANT#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	4.0
RESTAURANT#PRICES:NEGATIVE	0.3529	0.8571	0.5	0.3333	18.0
SERVICE#GENERAL:POSITIVE	0.3919	0.8529	0.537	0.3671	79.0
SERVICE#GENERAL:NEUTRAL	0.0769	0.5	0.1333	0.0714	14.0
SERVICE#GENERAL:NEGATIVE	0.44	0.8462	0.5789	0.4074	81.0
Micro-AVG	0.3518	0.7716	0.4832	0.3186	1039.0
Macro-AVG	0.2153	0.4807	0.2808		1039
