	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.1008	0.3023	0.1512	0.0818	159.0
DRINKS#PRICES	0.0	0.0	0.0	0.0	29.0
DRINKS#QUALITY	0.0455	0.125	0.0667	0.0345	29.0
DRINKS#STYLE_OPTIONS	0.0625	0.3333	0.1053	0.0556	36.0
FOOD#PRICES	0.0	0.0	0.0	0.0	48.0
FOOD#QUALITY	0.1771	0.5667	0.2698	0.156	545.0
FOOD#STYLE_OPTIONS	0.0	0.0	0.0	0.0	140.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	114.0
RESTAURANT#GENERAL	0.0815	0.3143	0.1294	0.0692	318.0
RESTAURANT#MISCELLANEOUS	0.0185	0.0588	0.0282	0.0143	70.0
RESTAURANT#PRICES	0.0652	0.2143	0.1	0.0526	57.0
SERVICE#GENERAL	0.0972	0.4667	0.1609	0.0875	400.0
Micro-AVG	0.0965	0.3776	0.1538	0.0833	1945.0
Macro-AVG	0.054	0.1984	0.0843		1945
