	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.3913	0.8182	0.5294	0.36	75.0
AMBIENCE#GENERAL:NEUTRAL	0.0625	0.3333	0.1053	0.0556	18.0
AMBIENCE#GENERAL:NEGATIVE	0.4	0.8571	0.5455	0.375	16.0
DRINKS#PRICES:POSITIVE	0.5	1.0	0.6667	0.5	4.0
DRINKS#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	4.0
DRINKS#PRICES:NEGATIVE	0.0909	1.0	0.1667	0.0909	11.0
DRINKS#QUALITY:POSITIVE	0.5	0.4286	0.4615	0.3	10.0
DRINKS#QUALITY:NEUTRAL	0.0	0.0	0.0	0.0	3.0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	4.0
DRINKS#STYLE_OPTIONS:POSITIVE	0.5	0.6	0.5455	0.375	8.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	3.0
DRINKS#STYLE_OPTIONS:NEGATIVE	0.25	1.0	0.4	0.25	4.0
FOOD#PRICES:POSITIVE	0.5556	0.7143	0.625	0.4545	11.0
FOOD#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	3.0
FOOD#PRICES:NEGATIVE	0.375	0.3333	0.3529	0.2143	14.0
FOOD#QUALITY:POSITIVE	0.7143	0.8182	0.7627	0.6164	146.0
FOOD#QUALITY:NEUTRAL	0.3077	0.8	0.4444	0.2857	14.0
FOOD#QUALITY:NEGATIVE	0.6038	0.9143	0.7273	0.5714	56.0
FOOD#STYLE_OPTIONS:POSITIVE	0.2941	0.3846	0.3333	0.2	25.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	7.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.2857	0.2857	0.2857	0.1667	12.0
LOCATION#GENERAL:POSITIVE	0.1364	0.75	0.2308	0.1304	23.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	13.0
LOCATION#GENERAL:NEGATIVE	0.0	0.0	0.0	0.0	12.0
RESTAURANT#GENERAL:POSITIVE	0.3333	0.7308	0.4578	0.2969	128.0
RESTAURANT#GENERAL:NEUTRAL	0.0769	1.0	0.1429	0.0769	13.0
RESTAURANT#GENERAL:NEGATIVE	0.2642	0.8235	0.4	0.25	56.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.0909	0.1	0.0952	0.05	20.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.3333	0.5	0.4	0.25	4.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.0769	0.4	0.129	0.069	29.0
RESTAURANT#PRICES:POSITIVE	0.375	0.5	0.4286	0.2727	11.0
RESTAURANT#PRICES:NEUTRAL	0.3333	1.0	0.5	0.3333	3.0
RESTAURANT#PRICES:NEGATIVE	0.375	0.8571	0.5217	0.3529	17.0
SERVICE#GENERAL:POSITIVE	0.6522	0.8824	0.75	0.6	50.0
SERVICE#GENERAL:NEUTRAL	0.1111	0.5	0.1818	0.1	10.0
SERVICE#GENERAL:NEGATIVE	0.5614	0.8205	0.6667	0.5	64.0
Micro-AVG	0.4025	0.7413	0.5217	0.3529	901.0
Macro-AVG	0.2653	0.532	0.3293		901
