	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL	0.16	0.3721	0.2238	0.126	127.0
DRINKS#PRICES	0.0526	0.3333	0.0909	0.0476	21.0
DRINKS#QUALITY	0.25	0.375	0.3	0.1765	17.0
DRINKS#STYLE_OPTIONS	0.2308	0.5	0.3158	0.1875	16.0
FOOD#PRICES	0.0	0.0	0.0	0.0	36.0
FOOD#QUALITY	0.4375	0.56	0.4912	0.3256	258.0
FOOD#STYLE_OPTIONS	0.0	0.0	0.0	0.0	51.0
LOCATION#GENERAL	0.0	0.0	0.0	0.0	51.0
RESTAURANT#GENERAL	0.1444	0.3714	0.208	0.1161	224.0
RESTAURANT#MISCELLANEOUS	0.0	0.0	0.0	0.0	57.0
RESTAURANT#PRICES	0.037	0.0714	0.0488	0.025	40.0
SERVICE#GENERAL	0.3036	0.4533	0.3636	0.2222	153.0
Micro-AVG	0.2127	0.3916	0.2756	0.1598	1051.0
Macro-AVG	0.1347	0.253	0.1702		1051
