	precision	recall	f1	accuracy	support
AMBIENCE#GENERAL:POSITIVE	0.1724	0.4545	0.25	0.1429	35.0
AMBIENCE#GENERAL:NEUTRAL	0.0455	1.0	0.087	0.0455	22.0
AMBIENCE#GENERAL:NEGATIVE	1.0	0.5	0.6667	0.5	2.0
DRINKS#PRICES:POSITIVE	0.5	1.0	0.6667	0.5	2.0
DRINKS#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	6.0
DRINKS#PRICES:NEGATIVE	1.0	1.0	1.0	1.0	1.0
DRINKS#QUALITY:POSITIVE	0.5	0.5	0.5	0.3333	3.0
DRINKS#QUALITY:NEUTRAL	0.0	0.0	0.0	0.0	7.0
DRINKS#QUALITY:NEGATIVE	0.0	0.0	0.0	0.0	1.0
DRINKS#STYLE_OPTIONS:POSITIVE	0.0	0.0	0.0	0.0	2.0
DRINKS#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	11.0
DRINKS#STYLE_OPTIONS:NEGATIVE	1.0	1.0	1.0	1.0	1.0
FOOD#PRICES:POSITIVE	1.0	1.0	1.0	1.0	2.0
FOOD#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	7.0
FOOD#PRICES:NEGATIVE	0.2857	0.6667	0.4	0.25	8.0
FOOD#QUALITY:POSITIVE	0.4118	0.7241	0.525	0.3559	59.0
FOOD#QUALITY:NEUTRAL	0.2	1.0	0.3333	0.2	10.0
FOOD#QUALITY:NEGATIVE	0.8889	0.8889	0.8889	0.8	10.0
FOOD#STYLE_OPTIONS:POSITIVE	0.1111	0.25	0.1538	0.0833	12.0
FOOD#STYLE_OPTIONS:NEUTRAL	0.0	0.0	0.0	0.0	6.0
FOOD#STYLE_OPTIONS:NEGATIVE	0.0	0.0	0.0	0.0	2.0
LOCATION#GENERAL:POSITIVE	0.0323	1.0	0.0625	0.0323	31.0
LOCATION#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	27.0
LOCATION#GENERAL:NEGATIVE	0.0	0.0	0.0	0.0	1.0
RESTAURANT#GENERAL:POSITIVE	0.1724	0.6667	0.274	0.1587	63.0
RESTAURANT#GENERAL:NEUTRAL	0.0455	1.0	0.087	0.0455	22.0
RESTAURANT#GENERAL:NEGATIVE	0.4444	0.8	0.5714	0.4	10.0
RESTAURANT#MISCELLANEOUS:POSITIVE	0.0	0.0	0.0	0.0	13.0
RESTAURANT#MISCELLANEOUS:NEUTRAL	0.0	0.0	0.0	0.0	11.0
RESTAURANT#MISCELLANEOUS:NEGATIVE	0.0	0.0	0.0	0.0	7.0
RESTAURANT#PRICES:POSITIVE	0.0	0.0	0.0	0.0	2.0
RESTAURANT#PRICES:NEUTRAL	0.0	0.0	0.0	0.0	10.0
RESTAURANT#PRICES:NEGATIVE	0.1667	0.5	0.25	0.1429	7.0
SERVICE#GENERAL:POSITIVE	0.2581	0.8	0.3902	0.2424	33.0
SERVICE#GENERAL:NEUTRAL	0.0	0.0	0.0	0.0	13.0
SERVICE#GENERAL:NEGATIVE	0.6364	0.6364	0.6364	0.4667	15.0
Micro-AVG	0.1868	0.6077	0.2857	0.1667	474.0
Macro-AVG	0.2464	0.4274	0.2706		474
