	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.0	0.0	0.0	0.0	16.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
AMBIENCE:POSITIVE	0.0	0.0	0.0	0.0	42.0
FOOD:NEGATIVE	0.0	0.0	0.0	0.0	74.0
FOOD:NEUTRAL	0.0	0.0	0.0	0.0	15.0
FOOD:POSITIVE	0.0	0.0	0.0	0.0	127.0
PRICE:NEGATIVE	0.0	0.0	0.0	0.0	22.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	2.0
PRICE:POSITIVE	0.0	0.0	0.0	0.0	5.0
GENERAL-IMPRESSION:NEGATIVE	0.0	0.0	0.0	0.0	39.0
GENERAL-IMPRESSION:NEUTRAL	0.0	0.0	0.0	0.0	3.0
GENERAL-IMPRESSION:POSITIVE	0.0	0.0	0.0	0.0	48.0
SERVICE:NEGATIVE	0.0	0.0	0.0	0.0	57.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
SERVICE:POSITIVE	0.0	0.0	0.0	0.0	74.0
Micro-AVG	0.0	0.0	0.0	0.0	526.0
Macro-AVG	0.0	0.0	0.0		526
