	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.1724	0.7143	0.2778	0.1613	31.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	2.0
AMBIENCE:POSITIVE	0.6818	0.75	0.7143	0.5556	27.0
FOOD:NEGATIVE	0.3882	1.0	0.5593	0.3882	85.0
FOOD:NEUTRAL	0.6154	0.8889	0.7273	0.5714	14.0
FOOD:POSITIVE	0.2817	0.8163	0.4188	0.2649	151.0
PRICE:NEGATIVE	0.3684	0.7	0.4828	0.3182	22.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	3.0
PRICE:POSITIVE	0.5	1.0	0.6667	0.5	4.0
GENERAL-IMPRESSION:NEGATIVE	0.1758	0.8889	0.2936	0.172	93.0
GENERAL-IMPRESSION:NEUTRAL	0.1429	1.0	0.25	0.1429	7.0
GENERAL-IMPRESSION:POSITIVE	0.425	0.7727	0.5484	0.3778	45.0
SERVICE:NEGATIVE	0.1959	0.7308	0.3089	0.1827	104.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	3.0
SERVICE:POSITIVE	0.9688	0.9394	0.9538	0.9118	34.0
Micro-AVG	0.3299	0.8398	0.4737	0.3104	625.0
Macro-AVG	0.3278	0.6801	0.4134		625
