	precision	recall	f1	accuracy	support
AMBIENCE:NEGATIVE	0.5455	0.4	0.4615	0.3	20.0
AMBIENCE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
AMBIENCE:POSITIVE	0.6429	0.878	0.7423	0.5902	61.0
FOOD:NEGATIVE	0.6279	0.8308	0.7152	0.5567	97.0
FOOD:NEUTRAL	0.6667	0.3333	0.4444	0.2857	14.0
FOOD:POSITIVE	0.662	0.8393	0.7402	0.5875	160.0
PRICE:NEGATIVE	0.7143	0.8696	0.7843	0.6452	31.0
PRICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
PRICE:POSITIVE	0.7143	1.0	0.8333	0.7143	7.0
GENERAL-IMPRESSION:NEGATIVE	0.4416	0.8718	0.5862	0.4146	82.0
GENERAL-IMPRESSION:NEUTRAL	0.0	0.0	0.0	0.0	3.0
GENERAL-IMPRESSION:POSITIVE	0.4945	0.9184	0.6429	0.4737	95.0
SERVICE:NEGATIVE	0.7115	0.6727	0.6916	0.5286	70.0
SERVICE:NEUTRAL	0.0	0.0	0.0	0.0	1.0
SERVICE:POSITIVE	0.806	0.806	0.806	0.675	80.0
Micro-AVG	0.6244	0.7955	0.6996	0.538	723.0
Macro-AVG	0.4685	0.5613	0.4965		723
